Insult,Date,Comment
0,20120610092157Z,"""mos po lyp me ja kthy virgjinitetin edhe motres apo nones tonde, po e kan hup virgjinitetin ose e kan shit me pare, e i njejti rast osht edhe me mitrovicen , se baba jot Hashim Thadici e ka shit Mitrovicen o kungull"""
0,20120530030326Z,"""Thunder fans are praying they toss duncan"""
0,20120612145338Z,"""Votto was in our farm before Krusty ever came here. So was Bruce and Cueto. Phillips was here too but not from our farm you idiot."""
0,20120619220638Z,"""So you think there is no reason that a government needs to keep a secret? \xa0Spreading classified info with you was wrong when it was scooter libby, right?"""
0,20120619175916Z,"""You know a couple of young apes took her to abuse her.   Only hope she comes back in one piece."""
0,20120529030104Z,"""You are right"""
0,,"""evidently your not smart enough to do the same thing or you wouldnt be sitting on your lazy ass dropping spam on this website..."""
1,20120528013329Z,"""Got a reference for that idiotic comment?"""
0,20120527210803Z,"""Only if Ronald McDonald gives him time off from his regular job as a McSlave at McDoonald's."""
0,20120619225839Z,"""How can a porn-star compare herself to the Vi9in Mary."""
0,20120620154656Z,"""I shall give you one reason. One reason. And you'll want to kill for that Robocop remake. \nJose fucking Padhila."""
1,20120530091613Z,"""To the idiots posting on here who think racism is alright....\nWell it is nor and if you were a victim of racism then you would know...\nI feel like Balli too and I would kick off as well even if meant i got arrested....\nDid you seem them dumb fkin poles and ukranians racist bigots.....\nRacists have a place; sure they do.....in the fkin gutter....\nAnd you know what would stop racism immediately or bring it to the forefront....if the racists were to throw swastikas at all the jewish players; I bet the football bodies would take note immediately....."""
0,20120612060219Z,"""\xc1no, v\u0161etci \u010do ho pozn\xe1me vieme, \u017ee hr\xe1 len do vlastn\xe9ho vrecka !!!!!"""
0,20120610070105Z,"""Lavendar is my favorite color but you can get it in any color to match your room"""
0,20120527211032Z,"""You would hope so.  Unfortunately, when people are desperate and seeking a solution when there does not seem to be one, they want to believe in anything that will help their child.  I can't fault them for loving their child that much.\n\nOn the other hand, there are some people that will just believe anything a celebrity says, just because that person is a celebrity."""
0,20120530024732Z,"""Spurs 80- OKC 66 3rd Q 3 min left"""
0,20120527190005Z,"""@stapler oh my god they're best friend cheating on each other"""
0,20120611184750Z,"""HENRY HAWK\n\nThe cases that you have cited are not applicable in this instance.\n\nAlso, there is no known conflict statute within any US State with granting Obama's LFBC full faith and credit\n\nNor is there a credible record of a statement by Obama that he was not born in Hawaii as you have suggested."""
0,20120529151615Z,"""""Good job, Eric. \xa0 You defended yourself against your unarmed little \nbrother, who you claimed to love. \xa0 You took that gun with you on \npurpose, and you darn sure got to use it, as you intended.""\n\nA little harsh, aren't you. Nothing like piling on when the guy on the bottom, who admittedly made a huge mistake, is already feeling terrible about it. You are in no position to judge him...perhaps you should try walking in his shoes. His life has been changed forever. And I doubt he premeditated to kill his brother. That's not how accidents happen. Was he careless? Yes. But I doubt he's a murderer."""
1,,"""OH YOU\\xc2\\xa0sit down and SHUT THE FUCCCK UUUUP you mental retard! What the fuck do you know retard??? I hate people like you!! Why dont you go get violently killed in a car accident you fucking retarded dick headed bitch mother fuckin ass hole?!!!!!!!!!"""
0,20120618201320Z,"""Hi Ally.\xa0 Glad you liked Gambler Gal.\xa0 She would be my alter-ego IF I had a bunch of moolah to spend.\xa0 Alas...this is not the case.\xa0 I like the penny slots, too, but you can sure cram a heck of a lot of money into those machines if you're not careful.\xa0\xa0 Sheesh.\nHUGS!"""
0,20120619224149Z,"""Guess what OP? I'm a <i>real girl</i> that <i>likes</i> wearing make up, <i>likes</i> wearing my hair down, <i>likes</i> being dressed nice, and sucks at Call of Duty. <s>My strategy is to spin in a circle and shoot everywhere. Shoot those motherfuckers.</s>\n\n\nWhat now?"""
0,,"""\\xc2\\xa0Supposedly, a very rare pattern in the ""C"" position, or sometimes referred to as the ""bullish doggy-style manuever"", take your pick!\\xc2\\xa0 LOL!http://www.screencast.com/users/hoof_hearted/folders/Default/media/63e5082f-2692-4214-865c-4701ba356a88Very suspect, though!(*if someone has posted this, my apologies, I\\'ve not seen it)"""
0,20120528102624Z,"""Maybe he is Canadian, would explain why he is gutted not to be going."""
0,20120530102033Z,"""Oh, fuck. Yeah, he's not kidding, guys. It's images from the attack, and holy shit they are in a whole new world of graphic."""
1,20120619204911Z,"""Evel dick gets my vote James R is a very creepy looking ""man"" Mr Rogers look alike plus he whined like a little bitch when Janelle destroyed ""him"" in the OTEV POV comp"""
0,,"""@Adam12 Hey A12. Was thinking about you today 'cause I was listening to some old blues. How is it going?"""
0,,"""I have watched the video over and over again, and with all the evidence Ballotelli did NOT delibratly stamp on parkers head, for a start parker was behind Mario when he fell, and in doing so knocked ballotelli off balance and tripped over hitting parker in the head, that's what the ref saw, the rest is history."""
0,20120612042541Z,"""Yeah, they'd pick up the trash then go thow it in the yard aroud their trailers."""
1,20120609173456Z,"""@berethor099 Go ahead and try, dude. Go - fucking - ahead."""
0,20120610165355Z,"""So a single parent is better? Get off your fucking high horse and shut the fuck up. Can you even imagine the trauma the two girls will feel? And, the loss of the other female partner won't change the other mother from being gay, I hope you realize."""
1,20120620175331Z,"""Rob, you have proven your point already. We understood - you are an antisemit. You can relax now."""
0,20120620022954Z,"""Faux is a better source of animus."""
1,20120620030152Z,"""It is a great honor to be a Zionist. You are garbage, a retarded idiot."""
0,20120609212040Z,"""Sorry,  but that's just a dumb statement.  You're comparing some 3rd party promo to apple's own functionality.  For example, if this were a reference to a carrier removing google navigation and forcing customers to use telenav,  you'd have a valid argument. But not in this case.  \n\nIf you want to make odd comparisons let's talk about how the iPhone fucked everyone on sprint who enjoyed 1yr contracts, longer return periods and other perks that got taken away all because of the iPhone.  See,  that's why I like Android,  because they don't make the carrier take one up the ass and screw their users out of perks they've enjoyed for years."""
1,20120529172614Z,"""sgboy,get back to your cot,I hear your parents calling for you."""
0,,"""@PeevedMichelle Um, good question. Please email polly@blogher.com"""
0,20120609205338Z,"""Looks like you have a Stormer problem!..The same team that beat the bulls TWICE...Habs and Jean were great...Morne, Spies\xa0and Hougaard was below par...Crusty the clown dont belong in this company."""
0,,"""Joey Barton only has a twitter account because he wants people to massage his ego. """
1,20120609210616Z,"""You are a pig."""
0,20120529213525Z,"""Got your back, here, r_dale. Good post. Typical of the gun nuts in Utah."""
0,20120619025608Z,"""His wrist might be bothering him. He's got a chip floating around in there."""
0,20120612031140Z,"""Based on the architecture, stucco building and foliage....oh, and the dancing gay black kid, I'm betting this is from Florida."""
1,,"""fly away gay_pusssy...fly away."""
1,20120611225158Z,"""We're not the losers but\xa0 you and this country are."""
0,20120619040251Z,"""YOU HAVE A BEAUTIFUL BODY. What's wrong with a man looking at a woman with a beautiful body ESPECIALLY NICE HIPS? If I'm stalker for that then every dude I know is a stalker as well."""
0,20120612032918Z,"""Looks like a case of ""Cat on Keyboard Disease""."""
0,,"""Go get them Egyptians.\\xc2\\xa0 Kill them all!\\xc2\\xa0 We will be right behind you.\\xc2\\xa0\\xc2\\xa0 hahahahehehe\\n\\n(Genesis 16:12) \\xc2\\xa0He will be a wild ass [uncivilized] of a man (Yismael and his descendants) . His hand [will be] against everyone (meaning a robber per Rashi) and everyone's hand will be against him (meaning everyone will hate him and will attack him per Rashi); and in the presence of all his brothers he will dwell (meaning: his descendants will be many per Rashi)."""
1,20120610023717Z,"""Commenter?\xa0 Your very childish.\xa0 Grow up and be a man.\xa0 Stupid remarks like yours just proves that you are a little boy and have yet to understand what it means to be an adult."""
0,20120620014816Z,"""Awesome font and color on your card:)"""
0,20120529004355Z,"""Not tonight tv844..chill with that.\nThe Brewer and Dodger fans are just enjoying the game\nwherever they are hoping that their team wins.\nSimple ain't it?"""
1,20120320202256Z,"""Provide Proof faggot."""
1,20120612024132Z,"""Your Mother is the clubhouse whore..."""
0,20120620005841Z,"""Your mother's."""
0,20120515202707Z,"""That's because you posted all Lies and Bullshyt!!"""
0,20120515164147Z,"""His poor mom...she seemed pretty cool. How the fuck did a person so nice end up raising such a cunt?"""
1,20120515155714Z,"""Take your ""testament"" and shove it."""
1,,"""suck ya dads dick ya stupid slut, he's waiting 4 u. u probably ugly as fuck, damn i know it sucks to be you, trollin on a joke i made. fall back b4 ihurt yo feelins ho"""
0,,"""\\xc2\\xa0Yes, God gave us free will.\\xc2\\xa0 No matter what the sin is, sin is a choice. People weren't born gay.\\xc2\\xa0 Somewhere in their environment or upbringing, they chose that lifestyle.\\xc2\\xa0 There are people who enter it and leave it every day."""
0,20120529233847Z,"""I don't go to the woods this time of year, to hot, too\n\xa0many chiggers. I stick to shore until it cools off!"""
