Insult,Date,Comment,Usage
0,20120619212351Z,"""Gee Mitch. \xa0 As I recall, you and Boner would not bargain with the president when he offered a $4 billion deal that would have had a tiny tax increase on the 1%.\xa0 You blew it.\xa0 I hope you and Boner get driven from office.\xa0 You have fucked up the economy for your own greedy political gains.""",PrivateTest
0,20120620180145Z,"""The shrub was desperately stupid and he had greatness thrust upon him, well, great power at least.""",PrivateTest
0,20120610075605Z,"""Admiration for a Ghetto tramp? \xa0I know that you are putting me on. \xa0You really are not serious. \xa0No way that you can be. \xa0I ain't falling for it Suki. \xa0 You were raised better then that.""",PrivateTest
0,20120610051012Z,"""O ano ngayon, NoyNoy?\n\nTuwang tuwa ka ano at talo si Pacquiao?\n\nDi ba, training pa lang niya, kinukulit mo na ng tax evasion cases, na pwede namang gawin pagkatapos ng laban?\n\nSira ulo ka talagang tao.""",PrivateTest
1,20120612020809Z,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",PublicTest
1,20120320195124Z,"""Shut up you stupid ho.\xa0 LOL""",PrivateTest
0,20120620164027Z,"""Who the fuck is this regular joe?\n\nSeriously that's all they got CNN, Wallstreet journal... did they miss all the other stuff that happened\n\nSo the game was to fake a funk and hope no one notices.\n\nAnyways-- its all about the white voters.""",PrivateTest
0,20120610162824Z,""""" Oh shit there's more ! "" Fucking perfection lmao !""",PrivateTest
0,20120529051811Z,"""So much win in your comment""",PublicTest
1,20120619193933Z,"""@Vanity you just proved your ignorance.""",PrivateTest
0,20120620095528Z,"""YES, rigoman33, I am.  Why on earth would I be for someone who has an economic plan that is basically the same one GW Bush used in 2000, when we had a surplus.""",PrivateTest
0,20120619235746Z,"""Your comments are always spot on!!.. The voice of common sense and telling it like it is, never goes out of style..Well said, Ira7.""",PublicTest
1,20120320180505Z,"""Get your facts straight idiot, 70% of crim is NOT committed by black people, what a buffoon!""",PublicTest
0,20120620015953Z,"""why you gotta trash Cali?""",PrivateTest
0,20120528233748Z,"""Hamilton is a risk because of his past though. Rangers have the money to overpay him..""",PrivateTest
0,20120529182554Z,"""If you pay for those services and you don't have another way to easily get them on your television, XBL gold is not a bad method especially if you already own XBoxes.\n\nI mean.. realistically at most it will cost you $5 a month if you sign up for a whole year. Chances are if you are buying multiple Xboxes simply to use them as media extenders, you aren't going to miss $5 a month.\n\nAlso, if you hunt around a little bit you can save money on your Sub. Amazon, Walmart, Newegg and even Microsoft occasionally have sales on XBL Gold subscriptions. I have my price set @ $40 for the next 3 years. That works out to just over $3 a month. I spend more than that on coffee every day.""",PublicTest
0,20120502084310Z,"""Because the more you shine.. the more d shadows""",PrivateTest
0,20120609201143Z,"""There is one Judge and He is over all, He is the one who calls sin what it is and tells us to repent of it. Homosexuality G_d calls it an abomination, it is detestable to Him and it should be to us.\xa0G_d did not create killers, muders, rapists, pedophiles, lesbians, gays, transgender, adulterers, thieves, fornicators, etc. Your logic fails when you say that the Creator made them this way for a reason, that is an evil position to hold. We make choices in this life and what we become is all based upon our own individual freewill, no one forces them to become rebellious against G_d, they have done it to themselves. In your trying to have others accept evil to create peace what you are actually doing instead is creating chaos, because righteousness and evil rebelliousness cannot co-exist.""",PrivateTest
0,,"""@Blue Grit Oh, they have already started that campaign.  Didn\\\\\\'t you see Juan Williams get ""put in his place"" at one of the debates?  The base ate it up and Newt shot to the top of the polls.  Unfortunately, David Axelrod was right:  The higher the monkey climbs, the more you see of his ass.""",PrivateTest
1,20120610150605Z,"""OH SHUT THE FUCK UP YOU CRY BABY BITCH! GO CRY A FUCKING RIVER AND TELL ON ME SOME MORE TO THE ADMIN! REAL MATURE WAY OF HANDLING THINGS CRY BABY!""",PrivateTest
0,,"""I thought a peep was those marshmellow things we eat around easter time?\\xc2\\xa0 lol\\xc2\\xa0 But on a serious note, this millionaire is an idiot.\\xc2\\xa0 Research the area where you're going to build a mansion first and second, if you get robbed there are local people 700 yards to protect your rich ass.""",PublicTest
0,20120527213751Z,"""I pity the trolls that troll trolls.""",PrivateTest
0,20120529131704Z,"""Too bad Tim Duncan didn't retire in 1997.""",PrivateTest
1,20120320145626Z,"""YOU ARE ALL A BUNCH OF DUMB FAGOT TINFOIL HAT WEARING ASS LICKING COCK SUCKING MAN TITS\xa0FONDLING\xa0PUBLORDS""",PublicTest
0,20120611141058Z,"""Razor2myWrist... when will you take that razor there?\xa0 Hopefully soon.\xa0 You are a major moron.\xa0 When HE calls you home HE will call you home.\xa0 I'm sure that HE did not let\xa0Patrick\xa0suffer.\xa0 Prayers and condolences for those he left behind.""",PrivateTest
0,,"""Between Craig Custance, LeBrun and Burnside and Katie Baker at Grantland, ESPN's web coverage of the NHL is outstanding. Corey Pronman, who writes for ESPN Insider is awesome also. Say what you will about their damn-near refusal to show highlights on a nightly basis, but don't let it spill over into your opinion of ESPN's written content.""",PrivateTest
1,20120530052236Z,"""There's ""team SEC"" again.  You're a Kentucky fan.  Go away.""",PrivateTest
0,,"""@Kaneblues And an audience that believes what it sees on TV.""",PrivateTest
0,,"""@MikeLeeds @TSS absolutely right\\n\\n \\n\\n """,PrivateTest
1,20120320204233Z,"""\u201cF**k you man. Who do you think you are you poor c**t. F**k you, f**k your mother, f**k your father, f**k your wife, your children and your life. You are f**kall P***face.... Go f**k your hand.\u201d F""""k your dogs""",PrivateTest
1,20120619131251Z,"""Vacman, Foxtitues is lame, corny.\xa0 I know you are proud of yourself for thinking you invented the term but I have seen it in other folk's posts.\xa0 It just makes me groan.\xa0 I also don't like libtard, Rachel Madcow, etc.\xa0 These terms are tiresome.\xa0 And you need to\xa0quit watching CNN, MSNBC, Anderson Cooper, Ed Schultz, etc.\xa0 You really need to develop some views of your own.""",PublicTest
0,,"""She isn't THAT annoying....give her a break, that's a low blow.\\xc2\\xa0""",PublicTest
0,,"""The entire gay community will mourne the loss of an epic diva performer.  She like Michael Jackson, Farrah Faucet-Majors, & Patrick Swayze were all icons of the 80's & 90's and will forever reside in my most pleasant memories of joy and love.\\n\\nGod Bless Whitney as she enters the Kingdom of our loving father in heaven.\\n\\nWe love you Whitney\\nTom Duffy, Alexandria VA""",PublicTest
0,20120611203847Z,"""OK, now TWO great things come outta Shiner, Texas. Shiner Bock Beer and one hell of a Dad. This guy is only guilty of not having a gun on him.""",PrivateTest
0,20120610161152Z,"""What ever happened to the notion that local decisions be made at the local level and paid for with local resources.  I guess the 10th Amendment really doesn't mean anything anymore?  It will probably be the first to go of the first ten which limit big brother's power over the individual.""",PublicTest
1,20120618231843Z,"""This kinda fucked up thinking is why you need a civics lesson... you have no understanding of simplest concepts of democracy.""",PrivateTest
0,,"""A sad fact indeed but the crime data does not lie..Let""s take the great state of virginia for example with a population of around 24% of black citizens between the age of 16 to 35 yet\\xc2\\xa0of in this particular\\xc2\\xa0age bracket they still manage to commit\\xc2\\xa039%\\xc2\\xa0of all the crimes in this state be it robberies car jackings rape \\xc2\\xa0or murders.Sadly most other states have the same or worse data..ie. 2008 crime stats for the state of virginia.""",PrivateTest
0,20120528064045Z,"""So there I was soloing a Dominix on the minor gate in my Catalyst. :D But of course it was only there to bait...""",PrivateTest
1,20120320164303Z,"""The only language you understand would have to penetrate the walls of your rectum and vibrate your eardrums.""",PublicTest
1,,"""so u a real bitch can u take dis real polish hotdog i got for u """,PrivateTest
1,20120320180305Z,"""no, it didnt, your comments just proved even more that you are a self absorbed pretentious asshole""",PrivateTest
0,20120514050801Z,"""I hope you aren't balancing over the cursed springs.""",PrivateTest
0,20120609165510Z,"""In honor of the 44th \nPresident of the United States , Baskin-Robbins Ice Cream has introduced a new \nflavor: "" Barocky Road ."" Barocky Road is a blend of half vanilla, half \nchocolate, and surrounded by n uts and flakes.The vanilla portion of the mix \nis not openly advertised and usually denied as an ingredient. The n uts and \nflakes are all very bitter and hard to s wallow.The cost is $92.84 per \ns coop...so out of a hundred dollar bill you are at least promised some \nCHANGE..!When purchased it will be presented to you in a large \nbeautiful cone, but after you pay for it, the ice cream is taken away and given \nto the person in line behind you at no charge.You are left with an almost \nempty wallet, staring at an empty cone, and wondering what just \nhappened.\nThen you realize this is \nwhat ""redistribution of wealth"" is all about.Now, aren't you \nstimulated?""",PrivateTest
